pidp,z,fixedEffect
74692022,.29522872,-.0139800192578966
74698182,.37512377,-.01718994709821
74753208,-.072554581,-.0184631241508752
74813816,-.50831318,-.005783248476625
74847766,.71265614,.0957552081947951
74861324,.53654665,-.0627259941372408
74868244,-.49722233,-.0285422802482632
74902140,-1.2224973,.0411078621665603
74929380,.44466257,.0019530635055882
74997324,.10442476,-.0330606567580587
75113614,.48380443,.0021980328159854
75174164,.27834517,-.0471638282266137
75187846,.027269267,-.0329601214854573
75344166,-.99409193,.1022662046228014
75398572,.18896537,.0054241314749472
75425726,.6184327,-.2432900495392922
75452972,.57600659,.0018319398712164
75453050,.12943938,-.0255833977802962
75602562,.37870815,.0113419754639809
75643368,-.2911489,-.0260593232297077
75677332,1.2534124,.0401610600460267
75691006,.25563014,.0244972458119584
75691006,.32505476,.0244972458119584
75779324,.31020552,.0257541285675934
75888132,-.16808306,-.007868578496882
75942608,-.37365064,.0027502405464687
75969806,.18225013,.0271490580042522
75976536,-.072836705,-.344742833297273
76024208,.6519227,.071024444604169
76030968,.32200211,-.0113719767647562
76119364,.4430438,-.0055837299829929
76133016,-.2006475,-.0094116481762038
76139764,.11346191,-.1153908779339465
76153328,.33994615,.030579570693521
76214534,.59068817,.0001684543004376
76384564,-.52068597,.0120694333761532
76452568,.097773433,.0139770219713613
76799370,.60248154,-.0467924926479082
76833412,-.33715054,.0007262392518667
76949008,.47387314,-.001208476476858
76976812,-.316585,-.0514684569551867
77023770,.22950554,.0186770709578557
77064530,.44915822,.0339191907387891
77363808,.10270831,-.0288754284260045
77744606,-.10720371,-.0272984493343674
77751328,.56380975,-.0225864569815355
77914606,-.26850134,-.0173567112980425
77914644,-.11726518,.017355290027112
77934966,.60115844,-.0266595061163066
77935006,.49068642,-.0293720739533522
78084686,-.57052261,-.0101586142208361
78105008,.36445734,-.1662612063576766
78111766,-.2103609,.0121600336317819
78186568,.21878836,-.0414503176471571
78438166,-.15754198,.0632720736170387
78438166,.073768042,.0632720736170387
78567364,-.40112093,-.0059165349770955
78676164,.5196768,.0751044199540419
78934604,.57303703,.0645281533181157
79506404,-.24207646,.0159907479429835
79838926,.50906187,-.0035375342656722
79968166,-.47474673,-.0235727542644602
80675326,-.26583928,.0189765049834356
80750124,.32180691,.0432010885734568
80961004,.066379629,-.1302762735214205
80961004,-.096389338,-.1302762735214205
96196277,-.42196906,.0507663277356473
102436002,.45201513,.0462581589834009
102918122,-.41032517,.1519994536835018
103224202,-.047482867,.0519704120555129
103496202,-.13777122,-.0051243946124882
103795402,.75440174,.1066935260137814
103863322,1.000679,.0559322248182422
103978962,.64220226,.0372446372965746
104013002,-.23438913,.0215776358136447
104040122,.078490518,.0002948923626465
104087802,-.13607341,.0464311748492866
104230522,.49519208,-.0177806396662188
104374002,.24705206,.044250380376832
104386922,.10371524,.0027179361183579
104414122,1.0913595,.068616337046959
104978522,.87660623,.021839687654583
105243802,.60304099,.0042465220499284
105610922,.76751238,-.0281774377230181
105610922,.92533672,-.0281774377230181
105658562,.34830633,.0429197908091242
105719762,.63260877,.0180650579929707
105828562,1.0360085,.0143693309098879
106005402,.16916583,.01103313169297
136006823,.25291997,.0033179391780008
136041008,-.16952462,-.0204734510218086
136076859,-.12418333,-.0095508628256719
136115766,-.13266081,.0044100076625775
136149768,.41043332,.0320894996901534
136156522,.33878326,.047627202373523
136176968,.33570969,.026183604470133
136183734,.47638279,.0313592018761065
136227819,.53284186,.0726411155576488
136258415,.46525329,-.0204746412123219
136267943,-.47874779,-.0199114202175045
136291063,-.20955485,.0480299137909582
136353732,.0016109506,.0130870134353362
136381008,-.18951569,-.0221356432673177
136384215,.055129442,-.0034118452761168
136433859,-.35082209,-.0701976618238461
136442208,.089177705,.0674218965847041
136482922,.32582778,-.0362535262030648
136490979,.17753123,.0205875859431259
136496564,-.010785523,-.0191896217889975
136516930,-.13073877,-.0168753430943155
136566463,.08029633,-.0261001627906817
136620179,.32100689,.0242057049392111
136624943,.63238412,.0102059655572947
136634459,.31528056,.0095906092995475
136648063,.25383306,-.0135589347659447
136653006,.74706316,.0985645138163041
136686976,.081128687,-.0165568970120825
136687012,.36903363,.0159376260647924
136715375,.13817938,-.0203808997413082
136748122,-.50682235,-.0048919594061045
136779299,-.34293827,-.0951911147009329
136856972,-.160446,.0071509689888256
136877326,-.46307677,-.0037573033341033
136967659,.52296245,-.0313698590439779
137020703,.67695671,.0002597612946877
137033842,.066887252,-.0559743556718411
137099575,.7489267,.0817022699997598
137108564,-.060718831,.0070235144874948
137159419,.16618289,.0704668769969113
137197008,-.43111572,-.009593435960936
137221975,.5529297,.0510931431662396
137223343,.42318484,.0264607932360753
137228107,-.23726486,.0199510420253566
137231012,.66452187,-.081690500717286
137255983,-.61107141,-.0261361912215391
137332884,-.60784662,.017376611717573
137334179,-.081315324,.009537963995143
137353330,.60349941,-.0054314696790196
137414580,.24008259,-.0234967891181148
137428128,.68222761,.0159666043349235
137455324,.33854467,.064777819677783
137475724,.032478925,.0216938770394975
137475922,.7227028,-.0327039129717425
137482576,1.243808,-.0072140050864878
137543722,-.30751109,.030394161889283
137550764,-.47280714,-.0164051561450745
137659368,-.47482297,.0065891467735399
137674855,.75807673,.0312161767131402
137686646,-.21754965,.0265881508016733
137836260,-.003430739,-.0007232086432313
137842966,1.160139,-.0353904153059458
137842966,.85512501,-.0353904153059458
137876934,.62359595,-.0342215064663508
137904128,.59087735,.0762370257130727
138026522,.6813783,.0179222217058423
138169406,-.18350953,-.0117964319599088
138189862,-.3921451,.0161711285966588
138224295,.20583652,-.0428564345202367
138284924,.20991603,-5.35179582824e-06
138420978,1.1511406,.0195619406503892
138476006,-.31573078,-.0209092094466966
138577450,-.24485806,.0153044718532831
138604562,.46598423,-.018994293905726
138611362,.14282727,.0305339188304386
138634339,.19432212,.0707976026688601
138665736,.51417673,-.0041219242852958
138665736,.3288365,-.0041219242852958
138714048,.85912299,.0055740399619983
138761018,-.37974894,-.0841272882627729
138774572,.35862947,-.0385656262281991
138783255,.57358092,-.0086954943876076
138896974,.79681689,.1244818531550493
138917332,.55846083,.0112093656156267
139073730,1.0100055,.1062122009947536
139107738,-.52073222,.067427574753
139107742,.35573977,.0186183181649364
139141802,-.24181417,-.0019760195196394
139318572,-.071128309,-.0931024658865885
139386522,-.15381245,-.0002351326880445
139386562,-.15381245,-.0002351326880445
139413808,.079593591,-.0096180041788227
139488574,1.4609439,.0119214434909194
139488644,.24241656,-.0575464198616215
139488644,.29118428,-.0575464198616215
139577004,-.20485194,.0000991756099314
139644964,-.32676154,.0424704221943124
139692530,1.3470088,-.0476714657383965
139848964,.38001677,-.0038404423212924
139937342,.39358076,.0067173229771367
140127722,.51324165,-.01668848169541
140202572,.26310733,.0513206983020249
140392962,.59037215,.014556214020981
140420124,.0031424847,-.0083413312042456
140420176,-.034512047,-.0196822397832631
140529012,-.92867148,-.0128786575104296
140590170,-.17296293,-.0023119055169923
140624122,1.8317351,-.0817880488806606
140644566,.60544103,-.1379116091244799
140678736,-.17009555,-.0066912692117063
140712656,.15448564,.0414195382800879
140760166,-.45312881,-.0548271987147952
140773770,.25587317,-.0411629830288871
140923322,.34760055,-.2365081287178881
140923342,.88402182,-.0008872361542966
140984604,-.16352265,.002885831454015
141005056,-.04874786,-.0377584827365858
141005096,-.04874786,-.0377584827365858
141025326,1.3568672,.0877834043110317
141045780,.60268778,.0118471892961915
141188612,-.3897796,.0338536377999033
141229368,-.36964595,-.0408478724163357
141236214,-.27839455,.0877383260591306
141236218,-.42116997,-.0129098858380834
141331380,-.93459409,.041965848700862
141399372,.84702373,.0302804097538736
141433368,.43012661,.0584856336522978
141487698,.20434518,.013051235437937
141555766,-.043272108,.0267196324607917
141562564,-.23455539,-.0263121293469115
141603404,.015136714,.0811593217842422
141657736,.85672837,.0170313483434626
141691724,1.4356378,-.0132537467898321
141732608,.38973564,.043395221314345
141793810,-.12617885,.0544125064200793
141834536,-.010861452,-.0224617701911982
141841380,.85806733,.0054669382539434
141882258,-.28748807,-.0637534997759263
141943336,-.11497197,-.0175829491834619
141956964,-.12870476,.0211963800846261
141957004,-.12870476,.0211963800846261
142011490,.19090991,.0400573040667227
142147366,.82256097,-.1224302322796528
142290124,.93089342,.0565145247057826
142385370,.36571029,-.0304123572619226
142406406,-.58781558,-.0312913794203021
142412646,-.62077868,-.1106243187614898
142507808,.30009502,-.0947091042399481
142528168,.22534598,.00256867791696
142541766,.063172929,.0289209275889753
142596816,-.22343475,.0080409795448939
142609820,-.24960709,.0067887447339381
142650648,.1254912,.0574161317954111
142664182,-1.2334603,.0468260676072024
142677740,.50169194,-.0224045024295032
142813854,.58449,.0042301739371025
142820526,.72605187,.0145701702412479
142861382,.64364457,-.000282524057875
143058534,-1.4910548,.0495733484204502
143099374,-1.86271,.0043686283003374
143099404,.25387928,.0232873355706633
143147010,-.39057344,-.080056962598026
143153816,.15104058,.0076387759422469
143160684,-.23423092,.0062150350244815
143160724,-.23423092,.0062150350244815
143174204,-.33356377,-.0524086992522277
143235380,.31666791,-.0005033185833779
143248978,.65968102,.0488084012882596
143371362,.13506931,.0070207821050852
143405406,.27041245,.0362023312184905
143418966,-.35415959,.0267600919708541
143439338,.074661314,-.0282566144595443
143460378,.0022322731,-.0084943097719645
143486924,.14328131,-.0114984792160361
143507366,.30072951,.0196757945997593
143520938,.48508447,-.0120814929716536
143527882,-.21082611,-.0869906782597213
143561806,-.11629219,-.0169999374585085
143623042,-.50940323,.0623842651685403
143752126,.91418689,.0472998034126989
143847338,-.15338485,-.0063449817240737
143915366,.41749087,-.0143242168442139
143969772,-.57016724,.0617368878761847
143996974,.25358143,.0306355249691743
144017402,-.8410235,-.0285895592416241
144085370,.98653728,.0472322452829613
144098898,.17505248,-.0157956145051854
144112524,-.60479373,-.0571641280372147
144248564,.71752834,.042226141036901
144268974,.43990532,-.0258182245171753
144357332,.53024399,.0481619090668835
144547732,.30216005,.0137786075201476
144588536,-.12906733,-.0080394935482394
144649736,.078192972,-.0418321063376918
144751724,.064632118,-.0484648899890436
144765364,.014502586,-.0323034031122358
144778932,.55336267,.0156511352378576
144846972,.50018108,.073109533952723
144976762,-.27691513,-.0105131471498807
144982962,.03386765,-.0739745238341214
145017048,-.023002982,-.0645161485353467
145017048,-.009939638,-.0645161485353467
145098530,.63498145,.0011456647338024
145105368,.30556586,.0149085176431325
145159850,-.28849831,-.0423828936230753
145186968,.22717032,.0192430075450069
145261770,1.1581429,.0314504556261138
145275368,.35639572,.0203787825918769
145295768,.48929381,.1768930070211162
145309330,.68142408,.0403717073851992
145336568,.25719222,.0873046970850073
145424928,.16858894,.0607934953336569
145459008,-.31947991,.0347144759363524
145520172,.36241329,-.0021687702929466
145520886,-.35139284,.0414494116610442
145574648,.051783737,.0120264514926124
145690168,-.225198,-.000972615936794
145792250,-.42274258,-.0750573267749241
145968926,.67901212,.185253785351574
146030208,.025691031,-.0346960573107212
146104928,.87669259,.0196988865115393
146145810,.19282962,.0007158058087027
146206930,.066981494,-.004855521317262
146268210,.3910833,.0085730658129779
146357208,-.52505803,.0411715706135472
146411044,-1.0192264,-.0735789628522702
146608166,.71676594,.0532714147716735
146798528,.2389908,.1073093876019092
146859766,-.018657722,-.0323558880446348
146893764,.48577467,.0450743791518051
146961726,.60998863,.0603995250074902
146975448,.13007529,-.0601437516520505
147050134,.53135788,-.0055078428113983
147573766,.043533336,.0590532765143797
147594844,-.50915527,.009526102305568
147607726,-.24928614,-.0134654320553693
147621404,-.746059,-.0518197082423508
147791324,.23779458,.0422761160203731
147913724,.56251615,.0108056446164139
147961404,.34544131,.0093206456283011
148029324,.22004244,.0013244402803829
148036124,-.051261116,-.0093280907367834
148185806,-.16148779,-.0215299876838332
148233324,.90917212,.0119907073196569
148383044,.19073407,-.0313798954248356
148512124,-.24688114,-.0112021923070527
148879364,-.080775306,-.0715221985917394
148940564,-.741687,-.1438008689409296
148967724,.044574004,.0692729029639159
149035724,.70872861,.0596715449118359
149110606,-.0045960532,-.059101975744129
149117364,.46811524,-.0357927589053973
149348566,.1132568,.0126830121351709
149477726,.34775358,.0411426827473864
149960524,.64565676,.0093715566404183
150150964,.1241288,-.0423735361995239
150388924,.43469542,.0025230329586788
171196962,-.12535636,.008718691304888
171468962,.023920797,.0323483994624058
171652522,1.3259356,.0777958978268894
171802202,-.048773911,.0140806967357767
171808962,.43786445,.0222192764967199
171897322,.34331948,.0517570772560524
171938122,-.19171633,-.0082526427846989
172189722,.60658795,.0289832812680591
172196562,.27493346,.0154864935049719
172264602,.29273325,-.0091443302077657
172468522,.36170614,.0091729498630317
172502522,.48496458,-.0005464866194456
172590922,1.1575326,-.0090664705661195
172978522,-1.9419602,-.1492688943689228
173121362,.87486535,-.1073646786136888
173175802,-.49283564,.0235304781163177
173971482,-1.2232839,-.0017761079831861
173971522,-1.2232839,-.0017761079831861
173971562,-1.2232839,-.0017761079831861
174182162,.36838672,.0304848828718979
174277362,.50289929,-.0209460042721595
204021202,-.16417147,-.0197065916179672
204027374,.056350198,-.0339201173861401
204055099,.71261317,.0756365246354702
204068699,-.40290549,.0030591916691475
204108962,.43929821,.0390190616431441
204115806,-.096959822,.0446827130371596
204208103,.026165416,.0274058219060438
204215571,-1.2592483,.0212475508146562
204216271,-.4655211,-.0174201914032297
204230531,-.26898986,-.0260975072448749
204238166,.12643257,.0157399748732192
204242787,-.78603286,.0762555140819984
204276095,.57815206,.0470484934451388
204299412,.014571792,-.0072672519623614
204300579,.44252133,.0091382149877369
204311455,.57835239,.0267822797422352
204321655,.20215712,.024191486150622
204374180,.037274797,.030815848100254
204375379,.010602133,.0225656812798612
204387772,.70009238,.0613877079787876
204421762,-.15008578,-.0396167224774542
204499811,-.55979431,-.0060281800006957
204512063,.8089065,-.0191783588069385
204516926,.500359,.0570737633271697
204517004,.18056667,-.0362314846755635
204531210,.013284419,.0033012045071929
204547415,.90230209,.039809836064498
204584942,.48176527,.0011954846289647
204595699,.18149437,-.0029500791863797
204597059,.018517608,.0068960204710736
204646212,.14548449,.0110230520923567
204658943,.71544158,-.0437281322145292
204666562,.21126032,.0351805278866427
204680168,.45046738,.0572525150974554
204690903,-.49870646,.0101277863423503
204727780,-.32006517,-.0106731511153827
204746663,.66512716,.0822747089205433
204755499,.11596714,.0043078274005059
204791539,1.0068409,.0976231739642809
204829772,.40384078,.1007968233409968
204836526,.89346242,-.0954245770921389
204870566,.29083341,-.0004528156755413
204870566,.34050462,-.0004528156755413
204871779,-.37385306,.0140861515141246
204890815,-.21470998,-.006822208616936
204890924,.18652961,.0120015840425695
204897738,.43808126,.0568714134386699
204925495,-.071297258,-.0149522846231343
204931936,-.15924764,-.0528003377558768
204965740,.56558001,-.000764744489448
204966412,-.1956051,-.0108973776329112
204986124,.78352982,.0164948302195716
204999770,-.12234316,-.0139600229920236
205058775,-.11606506,-.0129913550243415
205061495,.88461185,.0847532264083694
205067730,-.26449805,.0151992468229629
205074616,.32553691,.0267746703909561
205086655,-.31399274,.0764636778008993
205135724,.22195536,.0399148071371083
205142646,.20577788,.0385875055469975
205148535,1.3513104,-.1133658241403457
205181183,-.14363131,-.0959680212909245
205217376,.46782055,.0001642580868788
205218052,.35994202,.0225747263226715
205244526,-.45909801,.0164272162820317
205264976,.78486705,.0935051948847307
205264976,-.51563036,.0935051948847307
205279103,.41690469,.0480621799424292
205305762,.043022286,.0453639377064679
205312500,.21387452,.0327302951302048
205326130,.77312213,.0232196188760631
205367006,-1.1160347,-.026947980914675
205373884,-.61754763,.0461834167242322
205400938,.086243786,-.0148237565603615
205407810,-.11875211,-.0386739606423182
205482564,-.13371639,-.0195729141650782
205523340,-2.0321136,.063493012762573
205570966,.18372285,.0619464739909736
205572187,-.29135579,.0037318599473611
205638982,.54436547,.0200774179530959
205686608,.19068404,-.0023734683378644
205686618,-.39833564,-.0382521159510926
205686648,.19068404,-.0023734683378644
205700174,.26163667,.0004328532059763
205713776,.16945341,.1121604824517255
205754530,.72529835,-.002955107792003
205809612,-.0079547018,-.1886284141498851
205812215,-.0065271258,.014260587322934
205822564,-.16904868,-.0726844419330604
205834663,-.41175219,-.0105123296452854
205845539,-.31324667,.0137629232601999
205898583,.26898843,.0350326749438151
205944962,-.071698248,.0200612749056129
205951802,-.38805521,-.0866552798265171
205978936,.2933577,.0335817303983656
205986412,-.020575842,-.0000708516856559
205992574,-.54341656,-.0753415255927669
206128648,-.17517252,-.0080721639297245
206128648,-.18926883,-.0080721639297245
206142128,-.2023008,-.0700908845196388
206155822,.46015453,.0519455151205034
206250976,.43656948,-.0391490294045885
206264578,.57101965,.0324871184250275
206333095,.14557536,.0160638785544838
206366614,.17756216,-.0216678071784483
206393862,-.033964004,-.0009401792510713
206400538,.63411885,-.0741249296176116
206441370,.012738709,-.0234930319206391
206448134,.27148849,-.0737439626025669
206461802,-.37855548,-.0424045949511662
206524859,.59489739,-.0040030463348417
206577406,-.38801864,-.0122227185156207
206584122,.011947243,.0688147532089381
206679364,-.38938272,.0046301188030608
206883328,.30925384,-.0260934163963903
206890130,.58831877,-.0855914296618821
206930978,1.2425441,.0498998817921382
207039736,.27244636,.0133906703588646
207053378,.93456095,.0043655602817744
207175812,-.045469258,.0341458340451658
207182660,.20694491,.0066733718082009
207345742,.96705806,.0060752988589503
207352534,1.1460985,.0727943757063949
207542928,-2.5900123,.0190951065168769
207576922,.60677934,.0948117590176994
207638214,.69552201,.0834237826501988
207651732,.7461853,.1125998396666154
207678930,-.047421757,.0202527232500224
207712922,.8547951,.0074125227921645
207808140,.81583738,.0182264853710561
207944176,.54626697,.0117064533550225
207998562,.83527583,.0685594060708659
208053016,.42149222,-.1384499398572779
208120982,.14921072,.01006676691465
208127888,-.35708985,-.0227143737256104
208284176,.24550049,.0103548628129314
208358932,.76277167,.0325914580314329
208406570,.95523053,.0492019452091893
208644604,.6246351,.0949294447922561
208651364,.15957485,.0270317722219212
208739732,.59686601,-.0056143673540605
208753368,.37824675,-.0157426191717319
208760126,.10547274,.1655371536909796
208773768,.67277575,.072134467687886
208814570,.7090407,.0461547419287972
208841762,-.34081817,-.0015427350787827
208882610,-.66508627,.0043209094011514
208902982,.17432116,.0014907394236004
208923404,2.5341029,-.0034885486983681
209038922,1.3305155,.0552887278297646
209120532,.087820143,.0283596260372884
209174974,-.60723263,-.0143194991177791
209175014,-.73058063,-.0204138244258909
209365442,-.022641446,-.0155238894686623
209372168,.27442569,.035578802066658
209514932,.60367811,.0067675362806867
209528538,-.13196433,-.015701648622331
209535322,1.3999411,.0746493344967903
209569404,-.20517409,.0018206505128088
209630570,.82877219,.0916430324291533
209678170,.31342819,.0172803339935256
209766568,-.061407309,.0195961327609121
209766568,.20918339,.0195961327609121
209807336,.12734783,-.006831565025159
209814244,.018245038,-.0375867908919726
209868522,.80473274,-.0577888745043956
209882218,.35286391,.004260646060573
209889092,.0053718067,-.076744409259822
209902526,1.2147217,.0111087099385961
210025042,.61945981,.0170815761324923
210038578,.0511619,.044382324278619
210147366,.86475551,-.0605454932877561
210154176,.40256363,.0090223712864516
210167778,.66480511,-.0567292266910991
210249406,.36295152,.0397866720342755
210351334,-1.1504524,-.0623075734985446
210351416,.30654937,-.0766325211014819
210358164,1.0283808,.0762611172039194
210419324,.73688519,.0741131085373442
210426208,.26742074,-.076664186079309
210439738,.36147374,.0023592308519995
210473764,.056909047,.0043069930424621
210501048,.85957068,.0660944593471178
210534964,-.040013015,.0180993688963279
210616540,.023482895,-.0631356019737148
210651202,-.17679155,-.0505554416588271
210752654,.20240466,.0492686895583042
210949774,-.4768756,.1168653920532889
211044974,.37631822,.0035624478293994
211078922,.032786593,.0212135622354499
211099376,.58164424,.0065809634711191
211099376,.26619735,.0065809634711191
211242124,.21509433,.0048959943191703
211276130,.15464702,-.0076129414624391
211276292,-.1373287,-.0234345438720478
211310170,.39036319,-.0253670292283272
211337330,-.21421704,-.0966923314460322
211384970,.30556899,.0014277547883757
211385020,.38751909,.0298138979114881
211418938,1.1812907,.0125170330982955
211459730,.63688892,-.005184519474858
211500524,.96183842,.0989273500446077
211541382,-.10432756,.0124383061971784
211541382,.045712899,.0124383061971784
211575442,-.42901433,.0072129385015581
211588942,-.66946381,.034111335877148
211629740,-.04724605,.0003238044612572
211650182,.98596269,-.0808331236692457
211684298,-.54219371,-.0191124798436797
211806542,.64690733,.0066196588157807
211840528,.64705306,.018065233437278
211874578,.16429904,-.0248592673279351
211888284,-.32334569,-.0001856190754088
211901768,.44537362,-.1043601029517809
211901768,.93843615,-.1043601029517809
211915378,-.23518315,.0307901557692469
211942574,.36083171,.0092022928928981
211942656,.28156909,.0041694843673898
211976648,-.29366985,-.0040384814312239
211990140,-.074290596,.0306484823772115
212024246,-.18440256,-.0327779861209815
212058248,-.0043192543,-.1534269731152642
212139848,-.39179748,.0054669540607911
212153484,-.1135324,-.0034343972995871
212221370,.6976971,.0099884788401901
212337010,-.47210836,-.0277119939498837
212411780,-.41106325,-.0790049362621635
212445730,.60049838,.0251868746821875
212540966,-.039469749,.0168451066414721
212561364,.75246036,.0367835211044749
212622540,.24503815,-.0022300355235078
212676892,-.81722349,-.0078592392722129
212710940,.23280653,.0038897791224398
212819846,.1662468,.0307445386871446
212826524,.41517147,.0205707443504166
212887846,.36193159,-.0563627642625142
212983006,.58930182,-.0055576348571283
213078170,-.065308213,.0123059128774779
213112138,.19296017,.0038322780364819
213152934,-.38924512,-.0170803664599791
